"list_id","list_name","list_abbrev","list_educationForm_id","list_educationForm_name","list_facultyId","list_code"
"20568","Микро- и наноэлектроника","МиНЭ","2","заочная","",""
"20568","Микро- и наноэлектроника","МиНЭ","","","20035","1-41 80 01"
"20519","Нанотехнологии и наноматериалы","НТиНМ","1","дневная","",""
"20519","Нанотехнологии и наноматериалы","НТиНМ","","","20035","1-41 80 03"
"20531","Информационная безопасность","ИБ (МиСЗИвИК) (иностр.)","1","дневная","",""
"20531","Информационная безопасность","ИБ (МиСЗИвИК) (иностр.)","","","20040","1-98 80 01"
"20532","Электронная экономика","ЭЭ (УЭБ) (иностр.)","2","заочная","",""
"20532","Электронная экономика","ЭЭ (УЭБ) (иностр.)","","","20012","1-40 80 07"
"20533","Системы и сети инфокоммуникаций","ССИ (ИКТ) (иностр.)","1","дневная","",""
"20533","Системы и сети инфокоммуникаций","ССИ (ИКТ) (иностр.)","","","20040","1-45 80 01"
"20534","Системный анализ, управление и обработка информации (по отраслям)","САУиОИ (без спец.)","1","дневная","",""
"20534","Системный анализ, управление и обработка информации (по отраслям)","САУиОИ (без спец.)","","","20005","1-40 80 02"
"20535","Системный анализ, управление и обработка информации (по отраслям)","САУиОИ (без спец.)","2","заочная","",""
"20535","Системный анализ, управление и обработка информации (по отраслям)","САУиОИ (без спец.)","","","20005","1-40 80 02"
"20536","Информационные системы и технологии (по направлениям) (без специализации)","ИСиТ(в ОПБ) (иностр.) (без спец.)","3","дистанционная","",""
"20536","Информационные системы и технологии (по направлениям) (без специализации)","ИСиТ(в ОПБ) (иностр.) (без спец.)","","","20034","1-40 05 01"
"20567","Информационные системы и технологии (по направлениям) (без специализации)","ИСиТ(в ОПБ) (иностр.) (без спец.)","3","дистанционная","",""
"20567","Информационные системы и технологии (по направлениям) (без специализации)","ИСиТ(в ОПБ) (иностр.) (без спец.)","","","20017","1-40 05 01"
"20538","Информационные системы и технологии (по направлениям)","ИСиТ(в БМ) (иностр.) (без спец.)","3","дистанционная","",""
"20538","Информационные системы и технологии (по направлениям)","ИСиТ(в БМ) (иностр.) (без спец.)","","","20034","1-40 05 01"
"20558","Информационные системы и технологии (по направлениям)","ИСиТ(в БМ) (иностр.) (без спец.)","3","дистанционная","",""
"20558","Информационные системы и технологии (по направлениям)","ИСиТ(в БМ) (иностр.) (без спец.)","","","20017","1-40 05 01"
"20537","Программное обеспечение информационных технологий","ПОИТ (иностр.)","3","дистанционная","",""
"20537","Программное обеспечение информационных технологий","ПОИТ (иностр.)","","","20034","1-40 01 01"
"20562","Программное обеспечение информационных технологий","ПОИТ (иностр.)","3","дистанционная","",""
"20562","Программное обеспечение информационных технологий","ПОИТ (иностр.)","","","20026","1-40 01 01"
"20584","Программное обеспечение информационных технологий","ПОИТ (иностр.)","1","дневная","",""
"20584","Программное обеспечение информационных технологий","ПОИТ (иностр.)","","","20026","1-40 01 01"
"20548","Электронный маркетинг","ЭМ (иностр.)","3","дистанционная","",""
"20548","Электронный маркетинг","ЭМ (иностр.)","","","20034","1-28 01 02"
"20566","Электронный маркетинг","ЭМ (иностр.)","3","дистанционная","",""
"20566","Электронный маркетинг","ЭМ (иностр.)","","","20012","1-28 01 02"
"20549","Программируемые мобильные системы","ПМС (иностр.)","3","дистанционная","",""
"20549","Программируемые мобильные системы","ПМС (иностр.)","","","20034","1-39 03 02"
"20560","Программируемые мобильные системы","ПМС (иностр.)","3","дистанционная","",""
"20560","Программируемые мобильные системы","ПМС (иностр.)","","","20017","1-39 03 02"
"20586","Программируемые мобильные системы","ПМС (иностр.)","1","дневная","",""
"20586","Программируемые мобильные системы","ПМС (иностр.)","","","20017","1-39 03 02"
"20570","Квантовые информационные системы","КИС интегр.","1","дневная","",""
"20570","Квантовые информационные системы","КИС интегр.","","","20035","1-41 01 03"
"20569","Радиоэлектронные системы","РЭС интегр.","1","дневная","",""
"20569","Радиоэлектронные системы","РЭС интегр.","","","20035","1-39 01 02"
"20571","Радиосистемы и радиотехнологии","РСиРТ (ИРТ)","1","дневная","",""
"20571","Радиосистемы и радиотехнологии","РСиРТ (ИРТ)","","","20035","1-39 80 01"
"20572","Радиосистемы и радиотехнологии","РСиРТ (ИРТ)","2","заочная","",""
"20572","Радиосистемы и радиотехнологии","РСиРТ (ИРТ)","","","20035","1-39 80 01"
"20573","Информатика и технологии программирования","ИиТП (ОБОИ) (иностр.)","1","дневная","",""
"20573","Информатика и технологии программирования","ИиТП (ОБОИ) (иностр.)","","","20026","1-40 80 04"
"20574","Инженерно-психологическое обеспечение информационных технологий","ИПОИТ (иностр.)","3","дистанционная","",""
"20574","Инженерно-психологическое обеспечение информационных технологий","ИПОИТ (иностр.)","","","20017","1-58 01 01"
"20575","ПО по технико-технологическим направлениям","технико-технологический","1","дневная","",""
"20575","ПО по технико-технологическим направлениям","технико-технологический","","","20002","1-20 50 50"
"20576","ПО по медицинскому, биологическому и др. направлениям","медицинский","1","дневная","",""
"20576","ПО по медицинскому, биологическому и др. направлениям","медицинский","","","20002","1-20 50 50"
"20577","ПО по курсу ""Русский язык как иностранный"" (614 часов)","РКИ 614","1","дневная","",""
"20577","ПО по курсу ""Русский язык как иностранный"" (614 часов)","РКИ 614","","","20002","1-20 50 50"
"20578","Информационные технологии и управление в технических системах","ИТиУвТС (иностр.)","1","дневная","",""
"20578","Информационные технологии и управление в технических системах","ИТиУвТС (иностр.)","","","20005","1-53 01 07"
"20585","Искусственный интеллект","ИИ (иностр.)","1","дневная","",""
"20585","Искусственный интеллект","ИИ (иностр.)","","","20005","1-40 03 01"
"20587","Искусственный интеллект","ИИ (иностр.)","3","дистанционная","",""
"20587","Искусственный интеллект","ИИ (иностр.)","","","20005","1-40 03 01"
"20589","Системный анализ, управление и обработка информации (промышленность)","САУиОИ","1","дневная","",""
"20589","Системный анализ, управление и обработка информации (промышленность)","САУиОИ","","","20062","05.13.01"
"20590","Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей","МиПОВМКиКС","1","дневная","",""
"20590","Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей","МиПОВМКиКС","","","20062","05.13.11"
"20591","Радиофизика","Радиофизика","1","дневная","",""
"20591","Радиофизика","Радиофизика","","","20062","01.04.03"
